client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
150b5df3a6be2b884eb4ed2a46c4f92cfb57aedfe4e992d350f9cf75817623a31b6e35f7f0c0995888bd9edc54e2b10f18830da855c076503bd45b37d250b540	common_voice_sw_36448618.mp3	bfeeb76776729c5ecefb6148030798e763b953debc98962c9d5aaef0ff9a4cba	mwaka elfu moja mia tisa ishirini na nane		5	4					sw	
1cbb5ace8907db5f054eab7ada204c3119bab77c102dd9b91d2b3de1d59ebaa36defe968cc0fdd70eaa17d4e7a8829215de179fff327a952a0fb89907cd7dc13	common_voice_sw_39215147.mp3	99acb05d2136a09e7da6886d4af14398144f741f73bc263cc69317740bb3bc0f	wanadai kwamba rais jakaya kikwete anakosa uamuzi katika kuteua		2	1	teens	male_masculine			sw	
1fd73ffae606e10a0b84b76463f0e99583d4524e67bfee10c4f168b94a918dbf37b2acaf3c8f7c9774df0ba6c303d10fda2d593a9c8dda4f65687bcb11acf7d1	common_voice_sw_37772967.mp3	0c0c539cf35c5c318423b44c127067d4c87a30200af5dd4800d43ca356c5cfb7	Wanyama walioathirika na ugonjwa wa ukurutu wanaweza kufa wasipotibiwa		12	0					sw	
22d26b4a361e8421e7edc6ecaf486fee1e32ddff303ab00af24a4b529918b2155735d21592dfb653b0fe36ffe92f786c34f0fbfc4fcc3a7d57c4918fc645da16	common_voice_sw_37806578.mp3	0f820cde201c1e5ff392316f8177dab8ff53aee1aa7eb1d0a84a9b1657701321	katika Jumuiya ya Afrika Mashariki		16	2	twenties	male_masculine			sw	
24173bd41000ecda5f6de5d91c0836cd0965c0acc7dac742362ff2a3e8d8045bd0edba11d85150f6f1504e722dfea7e2cb422a96c3d469254c464a384f4abef2	common_voice_sw_37806360.mp3	0660a20c20ff3ba1c564bc2c292a07d5f1bcf7a04996d40a079a239e20f4e5e9	Dalili muhimu za ugonjwa wa kuoza kwato		2	1					sw	
260a28cb0a4ad26c1e5c43305877ed565bdac47119963e18841992926e024173573f00d70c7667ebef5b095fec83f514567d5d76c2488d1f8d2540ba79b5f8e7	common_voice_sw_32436603.mp3	fc65124f0b8f2e673d8008cdd95f1dfea1d6e365ed0d81275131640476aca6b3	Mwidhi aliyejepa simu amekatiwa kifungo cha mwaka mmoya		2	1				Kingwana (DRC)	sw	
26d85d5a8babf952031e0a82750c06feba691b17e171912130b544a5792d2f70113eeeadde82bdd8ea815aed220ee389a775f1f38cdc9e063c3b7d31db6f63de	common_voice_sw_31292870.mp3	fa2d4ec6a4a932063b3b315dd0bca5fb761fab7e74f79b4e54d5ae1647871e3c	Serikali za Tanzania na Kenya hutunza idadi kadhaa ya maeneo yaliyotengwa		2	0					sw	
2b05c9b4f46a9d4186450c75fda40dbb7c7b27ac5074420036d2caed029027164c1c060b5bd575f92c73d7ba9f298a01f947b0bf69c947a459a4da5bb35b5e31	common_voice_sw_28581699.mp3	4b7d23572dd9fdf5a0b2e3246eb3b9515e4bccda298394393891be399669256a	Hasa aliandika riwaya na mashairi.		2	1					sw	
2b98fb1815f98abbe0b0056954124c6cab37320368211425960af5bea461c9fad8029298adb1a21234b4297032acc9f400610cd5c933ea80bce4674f3f9d35b9	common_voice_sw_35085937.mp3	943daf635e557df12dbff165745df8c32d48fcbaf86f1eaf813085420298101a	Miaka mitatu ijayo ntakuwa nimemaliza		2	1					sw	
2df9da4444ae766654856cc32dd80aac36033164667f7a1274c6d8a65dc20eb40ec57fcddb069fa1b1f6bdbf2b65572312c8e2c2da6e29bb8126c1a5684170ac	common_voice_sw_39417211.mp3	766a7acc41fa6d1a7a0353871613adde4c85771f6c1ec4f80ff0d7398110457e	Ugonjwa huu unapatikana maeneo yenye mbungo		7	3	twenties	female_feminine			sw	
2e24be12bc19f0679eadc7c2a4dbf730107935541223fc3a56b577217a5c1439dc6cc0143168b115feb42cf19574fa6fd99d3124144d8abacf6aad93526f3422	common_voice_sw_32436632.mp3	f825495612cff3949f5a18e8a0266f9743a33365a768af688de6074befc8a5fe	Hachufungi idirisha la mwisho.		2	0					sw	
3186813639e0dd80c7b8bb4f8d49f4eed587680bb02e4d8e28bc7a8a3a98d764dca9b36705db3b424d1cb88f243b20f35cd57964aaf9fd958f5e8b028274072d	common_voice_sw_38106375.mp3	5abcefdc4b52d9c1a86675e1c82fdc6307c492c84f85a6585ffeb7d87dab8fab	Majeshi ya demokrasia washirika ni wanamgambo wa Uganda ambao wamekuwa wakiendesha harakati zao mashariki mwa Kongo.		2	0	twenties	male_masculine			sw	
357ae27e598370c8bc6583fd118e3a279980aa974cee62d5a4752548c307f3bd7a2473f32ddb0ba46b82d792433316ffd9ad218be70a9eac1d602159ad1830df	common_voice_sw_37806619.mp3	15f78a1900b9a78ae2db0d37b7fc925a560fcac2db35052e14c2537aa43b3d73	Mambo yanayopelekea ugonjwa wa kimeta kutokea kwa wanyama		2	0	twenties	female_feminine			sw	
364b7c951bac6f71387eb8870de43bf2d16fae682a8748efce63cd27d9d62edd26fb81a21bb28e3e2616073753d3fd60acda292886d847c233f72ac6b9d45263	common_voice_sw_39494976.mp3	92c4a5874c6e3eaaf40f2b196f14df7f490bb301620d4a4bf32b5f0793e0339c	hili ni gazeti la misri na lina habari juu ya uchaguzi wa wabunge misri		2	0	twenties	male_masculine		Kiswahili cha Bara ya Kenya	sw	
3967654ec3427c834f53b6fee48d3c1c2dad86c19edfb27a0752024e67947773f9ed1a32efd9d1037c7e7fca878010f9a33bc897aa0f366f9ea6a5f6658f16cd	common_voice_sw_37213379.mp3	54805912866df6934676286363ddd345655b5da4ba7f7600abf34159eb37eacb	biashara na hatua zingine kadhaa na hii yote iliharibu		2	0					sw	
3e59ba419f84edb2315c23078263ed9334b626c0c46c62312af3136f3cb0a536724a373ef82fe3f7226a2ad04637f34bbbeb7e12a3e95f3a45b3b22cec2cc2b8	common_voice_sw_30644965.mp3	a2b863a0314c69e17cfcfa4d7724dfb39d9b3a7493a8c5614aadc82b973705b0	hayati baba wa taifa alituachia misingi ya demokrasia		2	0					sw	
3fa22e127b20da248fade9893aec5c3ba5d6ea7539a1717984f6db1044ad850b7c425057e68c89d6ce178b4cb4fcf0b5be73a265baa78a0111fcca8c3f72ccc7	common_voice_sw_39214887.mp3	996f36e2bc7e539dbd084a0867a529e4144a5af2ade941d38359c02df1bd3bd4	Wakuu hao wa nchi wamesema kwamba katika siku za usoni, mawaziri na wataalamu wa kiufundi watafanya kazi kwa kasi		3	1	twenties	female_feminine		Kiswahili cha Bara ya Kenya	sw	
42541b4533a9c400eb073ed22943d363996357569f30cfe559e296172c0ab1d2182a59878ff745f54a1e1336f5791ee30dfe1688725b41cc71a312f05042a2a6	common_voice_sw_35004552.mp3	7618364779d1b2e0335cb0f136ba07d9600e5a4a3bb4f5d6d81486752cb36574	tumesema tume ya taifa ya uchaguzi imechakachua		3	2	twenties	male_masculine			sw	
471684a8c95b3754b7a31836a5423efad16a2cee8cf919dbd8c2d10a6916b9ed61e11a5d9b4ec03dc2235dfc040b664cc55059a3475151a0a9ab843a05783392	common_voice_sw_30621409.mp3	7d8fac4a49f16285fba6b68fe38662d1bdb2705069ec252b89c2982ef9d59a7d	Ukianza kutumia baada ya wiki mbili huonesha mabadiliko		2	1	twenties	male_masculine			sw	
47ae8709404e88bd0df608736868f2d11ee7d188747ad869330335f13a7b12a6ec35b0b5ef4e1ac589a0d57a796861df40dd9eed8b962c9245c71650ad022bbe	common_voice_sw_29294976.mp3	884323db2f46930709b069c7b8da87a5f822371ca23e4687bc0f6b2c6d00da8d	Hivyo desturi ya kusali mbele ya ukuta wa magharibi ilianza.		2	0					sw	
49315649566ae8afbcf1e4211fcd58a66ea91a2fe90d69e799bf9cb0e4f7e7573378d4372e4b301b1c4a86e8a4d0a4dba88b86a476bc03ccb686aa7fb28e6e20	common_voice_sw_31290838.mp3	f1e4aedb6f4949d0d945a8f05913bec9d2ab27e2336d899a4aef4e9c865ec138	Tanzanite na kobal bila kusahau Nikeli na madini mengine yanayopatikana katika ardhi ya Afrika		2	0	twenties	female_feminine			sw	
4ce369c008b1b53b64039338c8abb38d75e2ad8ea69f7614bdc7ad0b956672fca016c9de7832e09d98b47cc294365306b3788eda3a98ec49f4c4ace427f123eb	common_voice_sw_37214078.mp3	5bbb52cadc9dc5bddacc737867ce24531588eaf3ae48d45a391212192e6f9b96	wabunge wa upinzani katika Reichstag huko Berlin walipinga vita dhidi ya makoloni		3	1					sw	
4d9c57f111a60c53e00dabf76077015a553d12d34c9affe4e59fbd332f7b2f8bec0879a7cc947ede9f9d170c99295ce57a2db8b776a1f2c450df81cf3e3d034e	common_voice_sw_31695441.mp3	520ef13cf42d24dea64fed0462ae9c5c2588c24a85c612b8a651644854a7793b	Serikali ilipatana na upande mmoja na upande mwingine		3	0	twenties	female_feminine			sw	
4dd40d3739e3dcba5de2750853e331654ab65b5d502f0e528d7eda461ed9aed9c9f0e04d9beceb5e2368cabbf9cc2553e76c9454798e37079013d017131ece00	common_voice_sw_35145892.mp3	bd4ce17d09e02991a8492426444f0ed8de4964e948fe29e0a69803a90e1a754f	Hivyo alihangaika na kitasa kwa muda kisha kitasa kikafunguka		2	0					sw	
4e35b8c1a66cfb2fe882a4c26b62900708066af47d6a352b720a7b6123e2d7e75bef56aa36c7149f2bc8648613d15cd6b0af3f27f5233d706104f5c7ec152d16	common_voice_sw_37263861.mp3	90aa1697a131a2e64a2b4493f3ee520ec3b740a3db7f3b60e4ae7adf7aa9e29b	alikuwa mtemi na kiongozi mkuu wa kabila la Wahehe katika Tanzania ya leo wakati		10	1					sw	
4fb818b47f0ff58b9f8830934037246111298336ac6cbffcce83088c063d67adc77fe1758f4869d6aeee82f8d77c723b3e946066d13562a17ebc7c0db47f5175	common_voice_sw_36400187.mp3	b587effff35f0c6313fc3433f4c8fe1ac4f8275aa787dbca2ed3688495ea575c	baada ya kurudi kijijini kwao walijua ni mambo ya kishirikina Debby kuwa vile		2	0					sw	
4fe60bb123e43bacb4fe7584ecd9ae73d418844ceb7bb0231201ae72a708a6ae85f25ea0f3cff27366aafe92e234ff10f069c62a8d5bd851a1dbdea19c2e0985	common_voice_sw_38783583.mp3	a7c12f278a5598497fe451f577aa04d63e211f24e81ab9423456d84dd8eee0c3	Serikali ya Rwanda imetoa taarifa Jumanne		20	2	twenties	male_masculine	Normal	Kiswahili Sanifu (EA)	sw	
518b2f4ef0e5770808338045e45b704e0a7d55b399e886b16023548b5181c47668ad75935f8554681c2232cb47fddef91346828b1c34e9e24a546b794e92ca12	common_voice_sw_38042044.mp3	48e319cb0520d9df7ae7b43454447f47f7903703afbc6fee043fc3ee630e03fe	katika mkutano wa pamoja na waandishi wa habari mjini Khartoum		2	0					sw	
545ce674a88965b83a79cf676c50026c93bcc4e2bd5004c48e1c6e4787405156dc8b6db73b1e1f3c8ab1eeb18df43faaa4fbd24e56c079677415792b9b182840	common_voice_sw_39214465.mp3	89bd6ea719598608c592e657b6406ca7b925e91053a2c06cd4e5eaef578bcff8	Musa alikomaliaka ku nyumba ya kifalme		2	0	twenties	female_feminine			sw	
5614f7d7a6aff2e5862ea8926426a52d9839e596784926a30c391f185f024ef94ff125308680f304f6b039c8ac5f4c2678b615f1559aae313e4f7f85e08df62b	common_voice_sw_37215569.mp3	5e7dd9a6831da33e378d12c0b2c898bc19a2dbe989113f4fd185bb92a176c422	si ati ni ya serikali iliyochaguliwa kidemokrasia		2	0					sw	
58ee2f843d12023508f3a857e43e69b30a590dae9ec97d2fb8de2e34c86411a241ddd0d772a2f458d9819710f97555f80f012a193f01e968dfde0a93bcc02724	common_voice_sw_29578858.mp3	06b85a3cdb9c9c8128af10026c6cb78f4a609231d68af5523ed1f7c819981983	Ibada yake iliongezeka sana katika nasaba ya V, wakati alikuwa mungu wa serikali.		6	3					sw	
5a9005fe6a7640b2d9585b21accd55ace52bb4d8192b10a3ef1f938227777ccdca16d7ef580bee3e068e62afe96618629929920a643dbc5afd5d4507d1c221f4	common_voice_sw_29498315.mp3	da661b756e7344c18d1976ffc3a73266a91c46937ff8bc676018b0ad2617ba4a	Ni tawimto la mto Niger.		9	1	twenties				sw	
5d0e7cc0513956e95e76a4e70935593c6bd0f20941c2102380dbe0723914824b64cf8e3bb22a758b5a9b0c904b23794082db8069a17e91af21fb0cf27aaa9ce3	common_voice_sw_31292410.mp3	ecba9a6993226d2290fd93c1298035280a94a82e35defea58066d15ee70afce0	La hasha karume alikuwa ni kiongozi mwenye maono ubunifu na mapenzi na wananchi wake		2	0					sw	
5dc6198cee3313d81cb429aac4875354df4729a085822b6276fc17442bef135982f93e7424a9ae98cb5bf5e4e4961243e0f166bf0a67d19b1c0eebad349b6b98	common_voice_sw_38681150.mp3	3e8d8f4dcb3d7be42ee7986afe3a27b80f69c72c7322126d8e5c9f2f21f08168	Napenda kuuza mpango mwaka kesho		28	4	twenties	male_masculine	native	Kiswahili cha Bara ya Kenya	sw	
5dfddb737d1391a71a313a085ddc4dd4f89600d7b964fb9f059a5dd82654f513adb696fd61e46e66a0648f7fa1550808b4da021a36f7cf423c71dbe39cf1fcb0	common_voice_sw_37083281.mp3	f52322fe60e926511417dca1d430dd397982cb307bd069d0c23a62a7e00fcfeb	Nenda moja kwa moja.		2	0					sw	
601ee92d304cf7e8204bc64848451ae7c4b63d427c70dbe856b2765643df90c2c12855067193996276977b0996ba696a88bbcb9c5e4c68dbb53d1e061ccf5cd3	common_voice_sw_32304696.mp3	24551cb7079411f9842f722789e201315929b3b30b814ac031cfacb19510bf05	Fatuma halidumba kuolegwa.		2	0	twenties	male_masculine		Kiswahili Sanifu (EA)	sw	
64a01c98831395ba948f054b080cda6ec3b864124520bb564f21a53a67a4d48ace8e8b9c4025146a61820101f5e23c150356f8ba4cf71ba4c89c1809c2247fea	common_voice_sw_28266617.mp3	471463ea6b61ee351a29884007fa3b56b60a02be29878339faebc823e13148bb	Alipenda kuimba na daima alitaka kuimba.		2	0					sw	
67c14e030ada7e2df5ee07993e5f3231e4e7f109b16683717d76762a4b2126ee7ed128671bf3d6c15f588fc7cbeb0a1a009dd925d113f451e7216b463527ce5f	common_voice_sw_31408794.mp3	24561c17cd9670b6531463c151ef4d5a7d3f360367f058c309716ec4c118c99d	kumtambua blob ni kazi kubwa sana		8	0	twenties	female_feminine		Kiswahili Sanifu (EA)	sw	
6a03d13fdb91142b3746cfc443611b9e01b1f61609864ab92fd4c469244036d4a90449f4fb6bfc34bdc2733af0ce1fb67d8be7dd5cdecb1e63f76bed046118a0	common_voice_sw_31275515.mp3	e3c35505b8589d2e690aef25ae1958230d5cf837131189d2c70616d050823a6c	Maradona atakumbukwa kwa bao lake la mkono		2	1					sw	
6d26bc964b3eb32fdb4d49e5c019d71e59ae180d595a21b72a89c6f41c3a2fdbe91c99e627c2c1c51183c4b81a74ce2b9f8e49609bbcbc2d3771d1e64e704e6f	common_voice_sw_38618068.mp3	f9ddd193d45f658d5a6be4a1a7da935ff4f99ae26bcd5595e4ad40d7ea1bf48a	Mambo yanayosababisha ugonjwa wa homa ya mapafu		2	1	twenties	male_masculine		Kiswahili cha Bara ya Kenya	sw	
6dbb639e8bbf49f98c5c51dbb93db224d1231753cee752d02efc61fb9474731e0d1233ec134796772ba976e25f07580e54625df4f24aa3b579f4e43baf969c9a	common_voice_sw_37083685.mp3	fc294ec1bd0688728ee3dda2b248d7e31a1e856fdd8a04bb4ff5ff201435324f	katika mzunguko wa kaboni wa ulimwengu Miradi		6	5					sw	
715e051d476149b0aad53bce0791446fa20e63ab51bd76ef3712383aac064131288bfe0d82c4bc0bacea96691af5421341e3e7f08a3f18ddc6bc73c6ea0d7bce	common_voice_sw_38846609.mp3	e39a1e235b5520e6c69bdb9b1c5925e742d8149a2ff0f2ddb460654170b75726	Mikoa ya Arusha na Manyara huathirika na ugonjwa wa homa ya bonde la ufa		9	0			kiswahili tanzania		sw	
7167115f47c7502ec7d03fe6e7860debe55ba69835f7b4df05590fb3609a0478e45bf1371046e97cf139bfe92ea5f4e45f471ca09149a6170151444d261351fc	common_voice_sw_38259473.mp3	7eb7097b105fec07310d84d070d2928920bf2516f02cf60f9648e19471a42a55	Funika na kupika kwa dakika nnetano		2	0	twenties	female_feminine			sw	
71a4a716de75322c1de8b020c1d372aeb43d676b2ecc0a5457ea4a9ff4abcc94988a790318003443b40a2277735f30899453cd55870a8f661b77b2c924a7e2d7	common_voice_sw_38761731.mp3	4e53c578050382d7f0bbba0d242983082e5e5ed0ffc85414e7f0726fddc9c8d8	Mnyama kuwa na udhaifu wa jumla ni dalili ya ugonjwa wa minyoo		7	1	twenties	male_masculine			sw	
74cabff36fdc9676a8780faac3c9b8a6decd9d87dbbe6cfe593e854d2873f952c74f96f67f9e8a98f98f5998a18d31c3f03516eaa09f1accf577da676e7b0ca3	common_voice_sw_37263697.mp3	9434bebc3add3c1da46164b2655c7c850428671f4e1173fc4bcfb72a02b7ac5b	david martin ni mwangalizi mkuu kutoka umoja ulaya		2	1					sw	
75c518fbb892fb100eeaffc251b7cfbf966830e6429108d533ca58a48852df50bc683ad0538e64df341cc351c85b4ac2b9f8a46a09f679633e52b9ca345f88b5	common_voice_sw_36321193.mp3	874c72d711ca37cebe830754c7a91f105928443b83ee21f03e7a6bde024bf529	Mawimbi yakinipiga.		15	6					sw	
75fd3e12308125fadfa418d0493019171522631eb3f0b1171264211560330498f8f9a72d700a07223bd8c97730c6d7532bb389438109d7fb9f59314786164b92	common_voice_sw_37647595.mp3	092d6de8a727f45b26115bd9ae3eb1caf53723ab4e29403c48a739d93df16277	Alisema jambo muhimu ni kuchukua msimamo thabiti na kuzuia manyanyaso dhidi ya raia		34	0	twenties	female_feminine			sw	
7655c7618693c6a4aa337141a52f8be011e02f6aba460fcbf47a8f02aa3109c91e2ad1ced75a2a0dbbf9a7dc75bc20f88ee87f16b145a5ce97311c65ff40fa6f	common_voice_sw_37773369.mp3	0f68ed4056d550f0c97c509c7cebcc01bca598994a53cf6da801cd2ca1d03f65	Tatizo la kuenda haja		2	0					sw	
79aaad8d117008932903e889e57687d5000c98bfc5ebed81c94222f8e95b6034c677247cfcbf6d05e1ad8e7c753d7bbd347723eb0a243fb96a862ca0fb57fccf	common_voice_sw_35087387.mp3	96d1d61b34d401b5d5bdb232a6f4b8ba94f098ec0da1f4a480eadfe63a1ac85e	lakini hata hivyo unajua kwamba wengi wamesema kwamba huyu bwana		2	1					sw	
7a370487191a0acc9ad9c360ee448cf7c987bea6ad34ec1e2fc0195c4ac7324e5f2f4e0d73c848874056fd52d729c8f1f33f8d508d7a1da47f5773a309b834dd	common_voice_sw_28261304.mp3	38b38704ab6ecb06a329f545ee1578e6dc2315f9abd5774b937e37158ba0ae6e	Watalii wanapenda sehemu hii kwa sababu hakuna baridi.		2	1	teens	female_feminine			sw	
7b3f69da0c9c86c555451f2573dee1fdf4c48e63be46f5ff7ab9b8bfb54dc5ec49a45f92630a7346ee99ca44355db4e35a388ab2ee984ecab2af8b56d7875668	common_voice_sw_35895511.mp3	462b402f153f3a639f9eff9bde120ef068fbe499e6aea018a5fc04e0959d4a43	baada ya dakika ishirini au saa moja baada ya kuzaliwa mtoto huanza kutembea		2	0					sw	
7cd7e0f3304ef91e7f76656a4b0b24eb1d0b45bf5aaab1a6c1112d22a4b0ad1b68456edba0920ca49de8c04e1d4c54e29fbccff132858d1e3c00f27248d5d050	common_voice_sw_37214020.mp3	591b0f6f5bb1cf291294c95423745ca55f6293758db20f56d66014983b2f2f47	ikiwa ni siku moja baada kutokea kwa vifo		2	0					sw	
7e5d24f04b37654a126dacc52d7e018efb6a9fa08959ee3e595ab4064f73d030614dbc111ee1c5eae0352b71f69c204b20e19002ee3804f71c997422a7f42329	common_voice_sw_29336257.mp3	c9ef295d87922b9f0fd7a06cf45fb514acb86003d2503f5ce88b14a18df6ee7e	Lakini ramani yangu ya Afrika iko Ulaya.		9	3					sw	
84aee8e34abb373952813d3093690a9d1c2d7b98e11df0afb7ea14fd4ea811feaeb7ba7028000a99ac116f98b3cafba06fd4ba55353c57d098be694f3ce0c5b3	common_voice_sw_30341871.mp3	08166faa219391c8288c6f65924864b2c575a076443f920515354a2ff212761b	Baada ya kuwashauri wenzake Abeid Karume alipata watu sita		3	0					sw	
859720765a3a6fb65c1c7398e94fa43c92c6528cc836293cff391b4cff027969adec85686267f35dcd737f2a91f8bc2021d3c90c1aafaf76635db2c0791e75c2	common_voice_sw_39215584.mp3	9ae81702b381a1bf3679b3e41c9a9e751041f1626f4936b793b65c26de34b4ac	aliwasaidia wafanyikazi kupanga wanawake na watoto kwenye boti		5	0	twenties	female_feminine			sw	
85bcc6fe1c01334675d694ae3188a24109d74fca52df3bfe20ffe9e40d2eb6e5b20df6575b78b5e10a7615e3cb927228d55ac2c243ccfcdad687f77743585183	common_voice_sw_35186800.mp3	f0249145edca5bfc15ad8dc7ccf11fb0869a2bd9539af080599f439e12c82a48	Watalii wa Ulaya na wanataka kugusa bahati ya mtu mweupe Pwani		2	0	twenties	male_masculine			sw	
8b7c3af56db3c8751e10e693a7bf8ffeb4a4c526fa18f98289c1e68d27593b6ff322cf87088b713aa11aff8e4336122c6578414641f841e295bcd3b7af5a789a	common_voice_sw_38548620.mp3	ed8222703cefe42c53e55511272f57f5caa9a9f15897045e6915f684823918e1	Wanyama wenye ugonjwa watenganishwe na wanyama walio wazima		9	2					sw	
8dcba71aab02387bea487bddcfe7f9516a97c5ef4417cc4e71c99800ca7369c8acf468d6c82d93dbab2db281e6b6ace6fcc7c567a66bc20870524a054b36d4e8	common_voice_sw_38338668.mp3	d0fb39cb4f141ea8c61ab85725fcf9939e64baff8aa941e1e66530ba7395a045	Namna ya kukabiliana na ugonjwa minyoo wanyama wapewe chanjo		8	1			Lafudhi ya kiswahili bara ya Tanzania inazungumzia na watanzania wengi upande wa bara tofauti na ile ya kiunguja inayotumika zaidi Tanzania visiwani ( Zanzibar)	Kiswahili cha Bara ya Tanzania	sw	
8ede8867bfe6cc35d4af54b8b5f8f6ca3a4a0c849b1abfd0a0535bc9c3e589ac0ff5304bd79b2495afc2457020aef1f691ef451f064ac58e81dd44ddca79b139	common_voice_sw_39417525.mp3	7ae71c7bd9ef9eea6ed7bbcae67877a77af0cbed9740bee2f632cf6b1b6b8354	maneno hayo yalionekana katika mashitaka ya viongozi ishirini na nne		2	1	twenties				sw	
9161b69ad97f7bf916cd4c458d88ea484f001731ef4f7eee558c6ace396e450663e787acf6e57818d007349bd0562bdca44fac0c8433e8d22758f0440181cee8	common_voice_sw_38375629.mp3	e2305520e4ed79e6a32354b1347a983e9536847f51e974a08e5f7da75de38b75	Kuwalisha mbwa matumbo au viungo vya ndani vya kondoo na mbuzi husababisha ugonjwa		2	0	twenties	male_masculine		Kiswahili Sanifu (EA)	sw	
95a6fb4b66027242e6451201d543fef72a7d521d692445b648d3b1d83d546614c7e04f3185dfb6f0ad1a980ee6c1e0a9756c2c8190b5ff8d84e76a3071261f2e	common_voice_sw_37931877.mp3	21a1343d3b12ac98ebab7b56250a4e627898923ae8ef59314d0048ad38b98c5f	Nchini Kenya, uhaba wa mafuta unalaumiwa kwa serikali kushindwa kuwalipa waagizaji wa mafuta ruzuku yao.		2	1					sw	
9909a48b041cb6caa827b3360da5d56b5ab004e0f71c4c296d3a103748d9dd515809c2c8ead5f35e2648c71c93daedb47b2851d9393fd5123da7ffdd4f0d7959	common_voice_sw_30691151.mp3	b8169709339870917c14371beae81d1b25ad8253540e5957745d6c2bef65fca7	Akawaambia wananchi wake kwamba wakoloni wakirusha silaha waseme maji		3	0					sw	
